House,Time,TV,Agg
1.0,765.0,11.412,25.476000000000003
1.0,766.0,11.166,25.095000000000002
1.0,767.0,11.102,23.968
1.0,768.0,11.125,24.761
1.0,769.0,11.295,24.766
1.0,770.0,11.22,24.957
1.0,771.0,11.097,24.689000000000004
1.0,772.0,10.842,25.137999999999998
1.0,773.0,10.826,93.47900000000001
1.0,774.0,11.334,100.15900000000002
1.0,775.0,11.206,98.43
1.0,776.0,11.265,100.581
1.0,777.0,10.758000000000001,100.07899999999998
1.0,778.0,11.074,99.39899999999999
1.0,779.0,10.999,99.09899999999999
1.0,780.0,12.174,100.52000000000001
1.0,781.0,11.231,99.48900000000002
1.0,782.0,11.309000000000001,99.982
1.0,783.0,11.204,98.29899999999999
1.0,784.0,11.353,98.20299999999999
1.0,785.0,10.914,95.55399999999999
1.0,786.0,11.121,96.279
1.0,787.0,11.192,96.45199999999998
1.0,788.0,10.993,96.38099999999999
1.0,789.0,13.646,99.372
1.0,790.0,13.846,98.191
1.0,791.0,10.934000000000001,93.17999999999999
1.0,792.0,11.287,93.479
1.0,793.0,11.559000000000001,93.92800000000001
1.0,794.0,11.033,95.411
1.0,795.0,11.273,93.273
1.0,796.0,11.547,25.831000000000003
1.0,797.0,11.246,24.59
1.0,798.0,11.41,25.573999999999998
1.0,799.0,11.231,24.675999999999995
1.0,800.0,10.981,106.82300000000001
1.0,801.0,11.403,105.38400000000001
1.0,802.0,11.531,103.92800000000001
1.0,803.0,11.279,100.59299999999999
1.0,804.0,11.297,102.043
1.0,805.0,11.154,100.768
1.0,806.0,11.325000000000001,100.92700000000002
1.0,807.0,11.327,99.818
1.0,808.0,11.542,98.702
1.0,809.0,11.044,97.995
1.0,810.0,11.290000000000001,99.00400000000002
1.0,811.0,11.115,97.22200000000001
1.0,812.0,11.432,96.52000000000001
1.0,813.0,11.424,95.57300000000001
1.0,814.0,10.902000000000001,24.377000000000002
1.0,815.0,11.537,24.8
1.0,816.0,11.378,25.648
1.0,817.0,11.571,25.057
1.0,818.0,11.066,25.312
1.0,819.0,10.963000000000001,24.46
1.0,820.0,11.731,25.853
1.0,821.0,11.348,24.717000000000002
1.0,822.0,11.068,25.387999999999998
1.0,823.0,11.163,25.046
1.0,824.0,11.117,25.302
1.0,825.0,11.36,24.534
1.0,826.0,11.3,25.637
1.0,827.0,11.498000000000001,25.085000000000004
1.0,828.0,11.065,25.095999999999997
1.0,829.0,11.56,25.828000000000003
1.0,830.0,11.017,24.59
1.0,831.0,11.065,25.523000000000003
1.0,832.0,10.925,94.011
1.0,833.0,11.354000000000001,99.473
1.0,834.0,11.229000000000001,100.315
1.0,835.0,11.173,100.95
1.0,836.0,11.148,101.31599999999999
1.0,837.0,11.738,100.802
1.0,838.0,11.379,100.33600000000001
1.0,839.0,11.232000000000001,100.59299999999999
1.0,840.0,11.099,97.22500000000001
1.0,841.0,10.958,99.285
1.0,842.0,11.127,99.06700000000001
1.0,843.0,11.251,98.86600000000003
1.0,844.0,11.456,109.03000000000002
1.0,845.0,11.209,106.44900000000001
1.0,846.0,11.153,186.89700000000005
1.0,847.0,11.297,188.369
1.0,848.0,11.041,187.569
1.0,849.0,11.064,187.496
1.0,850.0,10.837,186.73200000000003
1.0,851.0,13.588000000000001,190.172
1.0,852.0,13.257,268.37800000000004
1.0,853.0,11.189,268.242
1.0,854.0,11.295,285.84999999999997
1.0,855.0,11.086,177.431
1.0,856.0,10.824,178.07800000000003
1.0,857.0,10.953,2237.2829999999994
1.0,858.0,11.127,2163.6380000000004
1.0,859.0,11.262,2215.8399999999997
1.0,860.0,11.425,2211.1670000000004
1.0,861.0,11.932,2206.928
1.0,862.0,10.984,2205.773
1.0,863.0,11.529,2213.341
1.0,864.0,11.387,2220.0559999999996
1.0,865.0,11.291,2209.6020000000003
1.0,866.0,11.782,2145.14
1.0,867.0,10.792,2146.044
1.0,868.0,11.459,2147.503
1.0,869.0,11.228,116.41
1.0,870.0,10.865,117.01799999999999
1.0,871.0,11.209,116.215
1.0,872.0,11.657,117.51200000000001
1.0,873.0,11.642,117.816
1.0,874.0,13.795,120.61600000000001
1.0,875.0,14.029,120.08500000000001
1.0,876.0,11.246,117.53000000000002
1.0,877.0,10.958,117.243
1.0,878.0,10.876,117.351
1.0,879.0,11.391,118.458
1.0,880.0,11.412,118.125
1.0,881.0,10.97,116.93400000000001
1.0,882.0,11.602,118.145
1.0,883.0,11.158,117.781
1.0,884.0,11.035,114.924
1.0,885.0,11.478,116.36399999999999
1.0,886.0,11.274000000000001,115.54499999999999
1.0,887.0,11.161,114.382
1.0,888.0,11.588000000000001,115.591
1.0,889.0,11.274000000000001,115.712
1.0,890.0,11.24,115.366
1.0,891.0,11.581,115.143
1.0,892.0,11.042,116.68599999999999
1.0,893.0,11.174,115.90100000000001
1.0,894.0,11.163,117.428
1.0,895.0,11.218,185.59
1.0,896.0,11.413,192.00599999999997
1.0,897.0,11.364,187.001
1.0,898.0,11.394,192.03400000000002
1.0,899.0,11.433,194.671
1.0,900.0,11.582,192.31900000000002
1.0,901.0,10.852,192.959
1.0,902.0,11.39,191.01800000000003
1.0,903.0,11.268,191.744
1.0,904.0,11.228,191.434
1.0,905.0,11.135,274.262
1.0,906.0,14.256,272.798
1.0,907.0,14.242,270.686
1.0,908.0,11.533,266.146
1.0,909.0,11.268,265.445
1.0,910.0,11.282,178.19000000000003
1.0,911.0,10.905,178.78100000000003
1.0,912.0,11.566,263.273
1.0,913.0,10.903,260.213
1.0,914.0,11.251,260.272
1.0,915.0,11.359,258.391
1.0,916.0,11.312,257.557
1.0,917.0,11.424,176.664
1.0,918.0,11.304,173.33400000000003
1.0,919.0,11.202,2198.109
1.0,920.0,11.418000000000001,2188.824
1.0,921.0,11.187,2192.0710000000004
1.0,922.0,11.105,2240.3959999999997
1.0,923.0,11.063,2171.105
1.0,924.0,10.975,2183.489
1.0,925.0,10.789,2131.093
1.0,926.0,11.152000000000001,2130.2509999999997
1.0,927.0,11.297,2137.257
1.0,928.0,11.072000000000001,2136.8109999999997
1.0,929.0,11.565,2181.2360000000003
1.0,930.0,11.284,2172.8529999999996
1.0,931.0,11.17,2181.399
1.0,932.0,11.507,34.639
1.0,933.0,11.367,35.1
1.0,934.0,11.087,25.508
1.0,935.0,11.225,25.700999999999997
1.0,936.0,10.895,25.358000000000004
1.0,937.0,11.006,25.825
1.0,938.0,11.19,25.586000000000002
1.0,939.0,11.426,25.945
1.0,940.0,10.914,24.269
1.0,941.0,11.049,25.726999999999997
1.0,942.0,11.243,25.288
1.0,943.0,11.058,25.171000000000003
1.0,944.0,11.193,24.927
1.0,945.0,10.871,24.384000000000004
1.0,946.0,11.061,24.609999999999996
1.0,947.0,10.99,24.779
1.0,948.0,11.727,25.502999999999997
1.0,949.0,10.891,25.629
1.0,950.0,10.702,23.968
1.0,951.0,11.119,24.875
1.0,952.0,11.532,24.827999999999996
1.0,953.0,11.194,25.933
1.0,954.0,11.197000000000001,25.066000000000003
1.0,955.0,10.918000000000001,24.379
1.0,956.0,11.159,25.425
1.0,957.0,11.165000000000001,106.947
1.0,958.0,11.013,105.811
1.0,959.0,11.229000000000001,104.538
1.0,960.0,11.114,103.385
1.0,961.0,11.144,183.94300000000004
1.0,962.0,11.052,172.99000000000004
1.0,963.0,11.4,174.99300000000002
1.0,964.0,11.029,174.652
1.0,965.0,10.956,175.28199999999998
1.0,966.0,11.094,173.465
1.0,967.0,11.279,172.298
1.0,968.0,11.4,171.675
1.0,969.0,11.073,170.346
1.0,970.0,11.256,171.076
1.0,971.0,10.84,97.10300000000001
1.0,972.0,10.917,97.079
1.0,973.0,11.381,97.718
1.0,974.0,10.981,96.05999999999999
1.0,975.0,11.458,96.416
1.0,976.0,11.558,96.78
1.0,977.0,10.89,105.369
1.0,978.0,11.554,95.87700000000001
1.0,979.0,11.185,95.104
1.0,980.0,11.227,94.008
1.0,981.0,11.417,95.261
1.0,982.0,10.759,92.50999999999999
1.0,983.0,11.614,93.74
1.0,984.0,10.845,92.89699999999999
1.0,985.0,11.224,93.42300000000002
1.0,986.0,11.083,91.70600000000002
1.0,987.0,11.223,25.607
1.0,988.0,10.977,24.865000000000002
1.0,989.0,11.408,24.615
1.0,990.0,11.105,24.348999999999997
1.0,991.0,11.24,24.612
1.0,992.0,11.276,25.489
1.0,993.0,11.229000000000001,25.033
1.0,994.0,11.56,25.023
1.0,995.0,10.82,24.397
1.0,996.0,11.248000000000001,26.189000000000004
1.0,997.0,11.134,24.857000000000003
1.0,998.0,11.136000000000001,25.593000000000004
1.0,999.0,11.013,25.084
1.0,1000.0,11.101,25.494
1.0,1001.0,11.283,26.576
1.0,1002.0,11.368,25.308000000000003
1.0,1003.0,11.039,25.31
1.0,1004.0,11.283,25.802
1.0,1005.0,11.071,25.436999999999998
1.0,1006.0,11.515,25.378
1.0,1007.0,11.233,25.656000000000002
1.0,1008.0,11.312,25.371999999999996
1.0,1009.0,11.488,26.031
1.0,1010.0,11.137,106.403
1.0,1011.0,10.927,106.138
1.0,1012.0,10.803,102.828
1.0,1013.0,11.399000000000001,101.629
1.0,1014.0,11.137,101.161
1.0,1015.0,11.106,100.877
1.0,1016.0,11.351,101.017
1.0,1017.0,11.149000000000001,99.779
1.0,1018.0,11.341000000000001,99.864
1.0,1019.0,11.571,98.91
1.0,1020.0,11.641,98.04700000000001
1.0,1021.0,11.245000000000001,97.35799999999999
1.0,1022.0,11.168000000000001,97.137
1.0,1023.0,11.435,97.565
1.0,1024.0,11.034,25.578
1.0,1025.0,11.25,95.43499999999999
1.0,1026.0,11.146,97.932
1.0,1027.0,11.341000000000001,102.04500000000002
1.0,1028.0,14.620000000000001,103.876
1.0,1029.0,13.728,104.309
1.0,1030.0,13.556000000000001,102.222
1.0,1031.0,11.356,100.57600000000001
1.0,1032.0,11.207,100.79700000000001
1.0,1033.0,11.47,99.43400000000001
1.0,1034.0,11.574,99.592
1.0,1035.0,11.313,98.03699999999999
1.0,1036.0,11.215,97.75
1.0,1037.0,11.275,97.37800000000001
1.0,1038.0,11.672,98.111
1.0,1039.0,11.05,96.337
1.0,1040.0,11.44,96.101
1.0,1041.0,10.969,95.667
1.0,1042.0,11.233,95.41300000000001
1.0,1043.0,21.859,106.4
1.0,1044.0,20.389,104.57199999999999
1.0,1045.0,22.164,105.647
1.0,1046.0,22.435,105.049
1.0,1047.0,19.996,101.86399999999999
1.0,1048.0,21.735,105.44300000000001
1.0,1049.0,19.851,34.229
1.0,1050.0,21.355,34.631
1.0,1051.0,20.342,34.049
1.0,1052.0,19.954,34.391000000000005
1.0,1053.0,21.963,36.107
1.0,1054.0,21.461000000000002,36.129
1.0,1055.0,20.847,34.259
1.0,1056.0,19.900000000000002,33.708000000000006
1.0,1057.0,20.104,33.636
1.0,1058.0,22.001,36.623000000000005
1.0,1059.0,21.719,35.79
1.0,1060.0,22.14,36.793
1.0,1061.0,19.613,33.76500000000001
1.0,1062.0,21.654,35.86
1.0,1063.0,22.022000000000002,118.563
1.0,1064.0,19.939,114.95899999999999
1.0,1065.0,13.472,106.986
1.0,1066.0,13.576,105.108
1.0,1067.0,11.02,102.36799999999998
1.0,1068.0,11.046,101.624
1.0,1069.0,11.285,100.851
1.0,1070.0,11.117,100.492
1.0,1071.0,11.159,99.99500000000002
1.0,1072.0,11.203,99.65199999999999
1.0,1073.0,11.113,98.43400000000001
1.0,1074.0,10.831,97.59
1.0,1075.0,10.958,98.102
1.0,1076.0,11.259,25.085
1.0,1077.0,10.889,24.417
1.0,1078.0,11.27,25.237000000000002
1.0,1079.0,11.069,24.311999999999998
1.0,1080.0,10.809000000000001,24.732999999999997
1.0,1081.0,11.423,25.231
1.0,1082.0,11.271,26.179000000000002
1.0,1083.0,11.236,25.196
1.0,1084.0,10.929,95.364
1.0,1085.0,11.073,98.26700000000001
1.0,1086.0,11.573,99.85199999999999
1.0,1087.0,11.069,101.197
1.0,1088.0,11.428,101.086
1.0,1089.0,11.234,100.649
1.0,1090.0,14.57,101.71999999999998
1.0,1091.0,14.06,101.772
1.0,1092.0,14.363,103.324
1.0,1093.0,11.208,99.946
1.0,1094.0,10.714,99.62299999999999
1.0,1095.0,11.498000000000001,97.85000000000001
1.0,1096.0,10.963000000000001,98.325
1.0,1097.0,11.364,96.96100000000001
1.0,1098.0,11.081,97.04499999999999
1.0,1099.0,11.271,95.545
1.0,1100.0,11.342,96.517
1.0,1101.0,14.034,100.49700000000001
1.0,1102.0,13.777000000000001,97.24000000000001
1.0,1103.0,11.351,95.80100000000002
1.0,1104.0,11.214,94.65700000000001
1.0,1105.0,11.217,93.833
1.0,1106.0,10.996,92.98100000000001
1.0,1107.0,11.249,94.04199999999999
1.0,1108.0,11.271,26.003000000000004
1.0,1109.0,11.433,25.64
1.0,1110.0,11.355,26.416999999999998
1.0,1111.0,11.174,25.288999999999998
1.0,1112.0,11.429,25.536
1.0,1113.0,10.996,25.078
1.0,1114.0,11.126,25.134
1.0,1115.0,11.372,25.719
1.0,1116.0,11.125,106.347
1.0,1117.0,11.332,105.241
1.0,1118.0,11.296,104.296
1.0,1119.0,10.765,102.5
1.0,1120.0,11.183,102.56799999999998
1.0,1121.0,11.097,101.602
1.0,1122.0,11.104000000000001,100.561
1.0,1123.0,11.195,100.42999999999999
1.0,1124.0,11.022,100.757
1.0,1125.0,11.169,99.627
1.0,1126.0,11.327,98.998
1.0,1127.0,11.211,96.73299999999999
1.0,1128.0,11.199,96.823
1.0,1129.0,11.379,26.421
1.0,1130.0,11.21,25.314000000000004
1.0,1131.0,11.486,25.814999999999998
1.0,1132.0,11.202,25.555
1.0,1133.0,11.624,25.985
1.0,1134.0,11.323,25.770999999999997
1.0,1135.0,10.816,25.356999999999996
1.0,1136.0,11.393,25.707
1.0,1137.0,11.289,25.244000000000003
1.0,1138.0,10.86,24.607
1.0,1139.0,11.066,26.183
1.0,1140.0,11.253,25.781000000000002
1.0,1141.0,11.126,24.976
1.0,1142.0,11.505,25.265
1.0,1143.0,11.540000000000001,94.15500000000002
1.0,1144.0,11.120000000000001,98.66000000000001
1.0,1145.0,11.164,100.68599999999999
1.0,1146.0,11.059000000000001,100.598
1.0,1147.0,11.254,103.17300000000002
1.0,1148.0,13.538,103.09700000000001
1.0,1149.0,13.834,103.51899999999999
1.0,1150.0,11.187,99.619
1.0,1151.0,10.984,100.35899999999998
1.0,1152.0,11.257,97.897
1.0,1153.0,11.388,99.21300000000001
1.0,1154.0,11.074,98.14299999999999
1.0,1155.0,11.358,96.316
1.0,1156.0,11.146,97.173
1.0,1157.0,11.212,96.881
1.0,1158.0,11.133000000000001,96.34100000000001
1.0,1159.0,11.578,96.70200000000001
1.0,1160.0,10.934000000000001,95.766
1.0,1161.0,11.33,95.25500000000001
1.0,1162.0,11.21,94.52499999999999
1.0,1163.0,11.314,95.41599999999998
1.0,1164.0,11.21,94.65400000000001
1.0,1165.0,10.937,92.265
1.0,1166.0,11.197000000000001,92.205
1.0,1167.0,10.696,93.00699999999999
1.0,1168.0,11.235,92.73899999999999
1.0,1169.0,11.261000000000001,174.084
1.0,1170.0,11.464,105.55799999999999
1.0,1171.0,11.518,105.181
1.0,1172.0,11.353,102.148
1.0,1173.0,11.098,102.952
1.0,1174.0,11.245000000000001,100.054
1.0,1175.0,10.785,99.427
1.0,1176.0,10.575000000000001,99.64800000000001
1.0,1177.0,11.356,99.55199999999999
1.0,1178.0,10.700000000000001,98.31300000000002
1.0,1179.0,11.579,97.80600000000001
1.0,1180.0,11.019,97.18100000000001
1.0,1181.0,11.064,97.07799999999999
1.0,1182.0,11.3,25.680000000000003
1.0,1183.0,11.277000000000001,25.42
1.0,1184.0,11.182,25.782999999999998
1.0,1185.0,11.424,25.348
1.0,1186.0,11.462,26.26
1.0,1187.0,11.161,26.080000000000002
1.0,1188.0,11.598,26.255000000000003
1.0,1189.0,11.181000000000001,25.855
1.0,1190.0,11.401,26.057
1.0,1191.0,11.324,25.882
1.0,1192.0,11.194,24.943
1.0,1193.0,11.501,25.334
1.0,1194.0,11.275,25.659
1.0,1195.0,11.331,25.513
1.0,1196.0,11.579,24.727000000000004
1.0,1197.0,11.35,25.395999999999997
1.0,1198.0,11.343,25.104
1.0,1199.0,11.691,26.209
1.0,1200.0,11.31,24.59
1.0,1201.0,11.072000000000001,25.296
1.0,1202.0,11.059000000000001,24.686000000000003
1.0,1203.0,11.326,25.782
1.0,1204.0,11.242,25.424
1.0,1205.0,11.379,95.064
1.0,1206.0,11.302,99.72200000000001
1.0,1207.0,13.904,101.975
1.0,1208.0,13.8,102.279
1.0,1209.0,11.144,100.246
1.0,1210.0,11.118,98.233
1.0,1211.0,10.833,99.19
1.0,1212.0,11.013,100.18799999999999
1.0,1213.0,11.46,98.92200000000001
1.0,1214.0,11.409,98.12900000000002
1.0,1215.0,11.244,97.688
1.0,1216.0,11.079,97.372
1.0,1217.0,11.368,98.22899999999998
1.0,1218.0,11.296,97.495
1.0,1219.0,11.267,96.63
1.0,1220.0,11.317,95.66899999999998
1.0,1221.0,11.687,96.197
1.0,1222.0,11.312,174.08200000000002
1.0,1223.0,11.312,176.115
1.0,1224.0,10.975,173.44
1.0,1225.0,11.164,170.72899999999998
1.0,1226.0,11.346,169.643
1.0,1227.0,11.611,168.04999999999998
1.0,1228.0,11.235,167.05800000000002
1.0,1229.0,11.484,100.184
1.0,1230.0,11.325000000000001,99.25500000000001
1.0,1231.0,10.99,98.955
1.0,1232.0,11.128,97.65
1.0,1233.0,11.32,98.38000000000001
1.0,1234.0,11.103,97.747
1.0,1235.0,11.684000000000001,25.844
1.0,1236.0,11.158,25.431
1.0,1237.0,11.233,25.124
1.0,1238.0,11.333,25.166
1.0,1239.0,11.004,24.945
1.0,1240.0,10.971,25.139
1.0,1241.0,11.345,26.017
1.0,1242.0,11.106,25.468
1.0,1243.0,10.653,24.903000000000002
1.0,1244.0,10.892,25.429999999999996
1.0,1245.0,11.156,25.322000000000003
1.0,1246.0,10.818,25.231
1.0,1247.0,11.376,25.34
1.0,1248.0,11.238,25.56
1.0,1249.0,11.121,25.853
1.0,1250.0,10.804,24.679000000000002
1.0,1251.0,11.031,25.735999999999997
1.0,1252.0,11.758000000000001,26.369999999999997
1.0,1253.0,11.085,24.596
1.0,1254.0,11.184000000000001,25.325999999999997
1.0,1255.0,11.374,25.148
1.0,1256.0,11.038,25.299999999999997
1.0,1257.0,11.422,25.492000000000004
1.0,1258.0,10.921,24.569000000000003
1.0,1259.0,10.658,23.718
1.0,1260.0,10.621,25.724
1.0,1261.0,11.339,24.531000000000002
1.0,1262.0,11.317,26.31
1.0,1263.0,10.833,24.860000000000003
1.0,1264.0,10.838000000000001,24.598
1.0,1265.0,11.331,96.668
1.0,1266.0,11.187,99.19900000000001
1.0,1267.0,11.477,99.29800000000002
1.0,1268.0,13.912,104.075
1.0,1269.0,13.698,103.25600000000001
1.0,1270.0,11.303,100.885
1.0,1271.0,11.174,100.85300000000001
1.0,1272.0,11.358,100.05
1.0,1273.0,10.812,97.775
1.0,1274.0,11.164,98.86700000000002
1.0,1275.0,11.075000000000001,97.729
1.0,1276.0,11.437,179.53
1.0,1277.0,11.298,176.146
1.0,1278.0,11.202,174.149
1.0,1279.0,11.09,173.76500000000001
1.0,1280.0,11.621,171.32200000000003
1.0,1281.0,10.988,171.10200000000003
1.0,1282.0,11.011000000000001,170.47899999999998
1.0,1283.0,11.08,168.99800000000005
1.0,1284.0,10.854000000000001,166.45700000000002
1.0,1285.0,11.056000000000001,167.61
1.0,1286.0,11.053,167.866
1.0,1287.0,11.344,164.72199999999998
1.0,1288.0,11.365,96.09
1.0,1289.0,10.972,24.206
1.0,1290.0,11.493,25.381000000000004
1.0,1291.0,11.588000000000001,26.062
1.0,1292.0,11.155,25.48
1.0,1293.0,11.551,25.201
1.0,1294.0,11.21,25.429
1.0,1295.0,11.364,25.826
1.0,1296.0,11.594,25.377999999999997
1.0,1297.0,11.529,25.758
1.0,1298.0,11.03,25.898
1.0,1299.0,11.463000000000001,25.903
1.0,1300.0,11.182,25.838
1.0,1301.0,11.599,25.380000000000003
1.0,1302.0,11.262,26.241
1.0,1303.0,11.427,25.843
1.0,1304.0,10.969,25.413
1.0,1305.0,10.883000000000001,25.955000000000002
1.0,1306.0,11.268,26.002
1.0,1307.0,11.463000000000001,26.839000000000002
1.0,1308.0,11.198,26.008000000000003
1.0,1309.0,11.391,26.413
1.0,1310.0,10.955,24.636000000000003
1.0,1311.0,11.406,25.541
1.0,1312.0,11.096,95.88199999999999
1.0,1313.0,10.687,97.41499999999999
1.0,1314.0,11.142,98.772
1.0,1315.0,11.06,99.548
1.0,1316.0,11.184000000000001,98.49900000000001
1.0,1317.0,11.439,98.18200000000002
1.0,1318.0,11.587,98.598
1.0,1319.0,11.016,96.988
1.0,1320.0,11.304,96.153
1.0,1321.0,11.451,97.47
1.0,1322.0,11.458,95.309
1.0,1323.0,11.358,95.001
1.0,1324.0,10.823,95.18800000000002
1.0,1325.0,11.054,94.20900000000002
1.0,1326.0,11.157,95.426
1.0,1327.0,11.464,94.39800000000001
1.0,1328.0,11.474,95.60200000000002
1.0,1329.0,11.072000000000001,174.377
1.0,1330.0,11.129,106.262
1.0,1331.0,13.991,107.36800000000001
1.0,1332.0,13.984,105.788
1.0,1333.0,11.346,101.322
1.0,1334.0,11.399000000000001,101.04400000000003
1.0,1335.0,11.547,99.86599999999999
1.0,1336.0,11.551,100.033
1.0,1337.0,10.976,99.89300000000001
1.0,1338.0,11.201,98.063
1.0,1339.0,11.472,99.71
1.0,1340.0,11.359,98.47800000000001
1.0,1341.0,11.268,96.137
1.0,1342.0,11.022,25.052
1.0,1343.0,11.126,25.435
1.0,1344.0,11.129,24.615000000000002
1.0,1345.0,10.989,25.542000000000005
1.0,1346.0,11.084,25.183999999999997
1.0,1347.0,11.273,26.118000000000002
1.0,1348.0,11.144,25.964000000000002
1.0,1349.0,11.357000000000001,25.063000000000002
1.0,1350.0,11.181000000000001,26.150000000000002
1.0,1351.0,11.052,24.334000000000003
1.0,1352.0,10.999,24.836000000000002
1.0,1353.0,11.148,26.026
1.0,1354.0,11.403,25.202000000000005
1.0,1355.0,11.302,25.079000000000004
1.0,1356.0,11.082,25.560000000000002
1.0,1357.0,11.205,25.217
1.0,1358.0,11.135,25.883
1.0,1359.0,11.36,25.749999999999996
1.0,1360.0,11.599,25.217
1.0,1361.0,10.994,24.871000000000002
1.0,1362.0,11.115,25.275
1.0,1363.0,11.151,25.706
1.0,1364.0,11.111,25.181
1.0,1365.0,10.988,25.204000000000004
1.0,1366.0,10.907,24.368999999999996
1.0,1367.0,11.126,96.891
1.0,1368.0,11.511000000000001,99.217
1.0,1369.0,11.471,100.499
1.0,1370.0,11.127,102.31700000000001
1.0,1371.0,11.347,101.304
1.0,1372.0,10.959,100.74900000000001
1.0,1373.0,10.671,99.668
1.0,1374.0,11.221,99.738
1.0,1375.0,11.181000000000001,99.817
1.0,1376.0,23.303,110.542
1.0,1377.0,21.756,110.07300000000001
1.0,1378.0,13.594,101.301
1.0,1379.0,13.488,98.842
1.0,1380.0,13.573,99.878
1.0,1381.0,13.807,98.69300000000001
1.0,1382.0,11.262,290.18500000000006
1.0,1383.0,11.335,178.89300000000003
1.0,1384.0,11.176,174.57799999999997
1.0,1385.0,10.921,173.07
1.0,1386.0,11.686,170.07600000000002
1.0,1387.0,15.083,173.923
1.0,1388.0,13.963000000000001,171.39000000000001
1.0,1389.0,14.636000000000001,171.41199999999998
1.0,1390.0,10.921,168.03400000000002
1.0,1391.0,10.974,166.47699999999998
1.0,1392.0,11.397,98.53900000000002
1.0,1393.0,11.126,96.89200000000002
1.0,1394.0,11.081,96.48
1.0,1395.0,11.224,25.524
1.0,1396.0,11.507,24.752999999999997
1.0,1397.0,11.27,24.241999999999997
1.0,1398.0,11.203,24.949
1.0,1399.0,11.165000000000001,25.538
1.0,1400.0,11.063,25.185000000000002
1.0,1401.0,11.1,24.988999999999997
1.0,1402.0,11.03,24.927999999999997
1.0,1403.0,11.293000000000001,25.473
1.0,1404.0,10.997,26.419
1.0,1405.0,11.295,24.541999999999998
1.0,1406.0,11.38,24.436999999999998
1.0,1407.0,11.038,24.119000000000003
1.0,1408.0,11.008000000000001,24.096
1.0,1409.0,11.149000000000001,24.28
1.0,1410.0,11.06,24.109
1.0,1411.0,11.159,23.241
1.0,1412.0,11.402000000000001,23.649000000000004
1.0,1413.0,11.183,24.864000000000004
1.0,1414.0,10.967,24.705000000000002
1.0,1415.0,10.863,25.089000000000002
1.0,1416.0,11.163,25.092000000000002
1.0,1417.0,11.363,26.552999999999997
1.0,1418.0,11.307,25.669000000000004
1.0,1419.0,10.897,25.091
1.0,1420.0,11.254,25.26
1.0,1421.0,11.109,24.23
1.0,1422.0,11.109,24.695000000000004
1.0,1423.0,11.362,25.833000000000006
1.0,1424.0,11.086,24.665000000000003
1.0,1425.0,11.205,25.265
1.0,1426.0,11.158,25.448999999999998
1.0,1427.0,10.913,24.487000000000002
1.0,1428.0,11.126,25.505
1.0,1429.0,10.852,96.178
1.0,1430.0,10.884,98.06200000000001
1.0,1431.0,10.944,99.77400000000002
1.0,1432.0,11.099,100.769
1.0,1433.0,11.058,99.581
1.0,1434.0,11.015,100.36800000000001
1.0,1435.0,11.169,179.62600000000003
1.0,1436.0,10.974,180.471
1.0,1437.0,11.122,178.10400000000004
1.0,1438.0,11.287,176.339
1.0,1439.0,11.213000000000001,176.03
2.0,0.0,1.674,3.532
2.0,1.0,1.427,3.096
2.0,2.0,1.456,3.285
2.0,3.0,1.385,3.269
2.0,4.0,1.437,2.999
2.0,5.0,1.528,3.42
2.0,6.0,0.795,103.56200000000001
2.0,7.0,1.194,102.236
2.0,8.0,1.45,101.214
2.0,9.0,1.383,97.974
2.0,10.0,1.256,98.67999999999999
2.0,11.0,1.155,99.04599999999999
2.0,12.0,1.081,95.756
2.0,13.0,1.4040000000000001,94.398
2.0,14.0,1.538,3.8970000000000002
2.0,15.0,1.733,2.949
2.0,16.0,1.209,3.1270000000000002
2.0,17.0,1.426,2.947
2.0,18.0,1.587,3.575
2.0,19.0,1.502,3.722
2.0,20.0,1.2750000000000001,3.005
2.0,21.0,0.9440000000000001,2.225
2.0,22.0,1.063,2.3419999999999996
2.0,23.0,1.61,3.1790000000000003
2.0,24.0,1.031,2.7649999999999997
2.0,25.0,1.226,3.372
2.0,26.0,1.426,3.1159999999999997
2.0,27.0,1.343,2.92
2.0,28.0,1.2590000000000001,3.0300000000000002
2.0,29.0,1.546,3.2670000000000003
2.0,30.0,1.305,2.577
2.0,31.0,1.354,3.317
2.0,32.0,0.879,2.665
2.0,33.0,1.562,3.7409999999999997
2.0,34.0,1.6,3.386
2.0,35.0,1.2630000000000001,3.355
2.0,36.0,1.393,3.487
2.0,37.0,1.025,3.192
2.0,38.0,1.239,3.716
2.0,39.0,1.6520000000000001,104.523
2.0,40.0,1.229,101.94200000000001
2.0,41.0,1.317,99.94399999999999
2.0,42.0,1.2610000000000001,99.42999999999999
2.0,43.0,1.678,99.05399999999999
2.0,44.0,1.17,97.632
2.0,45.0,1.5,96.74200000000002
2.0,46.0,1.547,3.5730000000000004
2.0,47.0,1.606,3.4320000000000004
2.0,48.0,1.145,3.511
2.0,49.0,1.162,2.66
2.0,50.0,1.2690000000000001,3.039
2.0,51.0,1.0070000000000001,2.8320000000000003
2.0,52.0,1.243,2.672
2.0,53.0,1.303,3.441
2.0,54.0,1.28,3.1689999999999996
2.0,55.0,1.1340000000000001,2.37
2.0,56.0,1.6500000000000001,2.9450000000000003
2.0,57.0,1.391,3.2880000000000003
2.0,58.0,1.6480000000000001,3.918
2.0,59.0,1.202,2.88
2.0,60.0,1.3920000000000001,3.085
2.0,61.0,1.297,3.321
